Timestamp,Device_ID,Device_Type,Parameter_Changed,New_Value,Trigger_Source
2026-02-04 06:51:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-04 07:26:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,90,Human
2026-02-04 08:01:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-04 08:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-02-04 08:50:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-04 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-02-04 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation
2026-02-04 19:14:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-04 19:15:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-02-04 19:16:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-04 19:17:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-04 19:46:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-02-04 22:20:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-02-04 22:21:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-04 22:35:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-04 23:11:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-04 23:13:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-04 23:14:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-05 07:11:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-02-05 07:12:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-05 07:13:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-05 07:29:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-02-05 08:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-05 08:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-02-05 09:09:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-05 19:06:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-05 19:07:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-02-05 19:08:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-05 19:09:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-05 19:47:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-05 22:31:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-02-05 22:32:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-05 22:36:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-05 22:55:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-05 22:57:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-05 22:58:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-06 06:57:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-02-06 06:58:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-06 06:59:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-06 07:35:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-02-06 07:57:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-06 07:58:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-02-06 08:55:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-06 18:00:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,50,Automation
2026-02-06 19:25:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-06 19:26:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-06 19:27:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-02-06 19:28:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-06 19:57:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-06 22:32:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-02-06 22:33:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-06 22:41:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-06 23:00:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-06 23:02:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-06 23:03:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-07 08:53:00,Hallway_Vacuum_1,Robot Vacuum,Cleaning State,Clean,Human
2026-02-07 08:54:00,Hallway_Vacuum_1,Robot Vacuum,Suction Power,Standard,Human
2026-02-07 14:35:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-07 14:36:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-07 19:54:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-07 19:55:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,60,Human
2026-02-07 19:56:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-07 19:57:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-07 22:36:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-07 22:37:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-07 22:46:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-07 22:48:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-07 22:49:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-07 22:52:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-08 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-02-08 14:40:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-08 14:41:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-08 19:12:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-08 19:13:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-08 19:14:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-02-08 19:15:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-08 22:16:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-08 22:17:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-08 22:37:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-08 22:53:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-08 22:55:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-08 22:56:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-09 06:55:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-09 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-09 06:57:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-09 07:34:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-02-09 07:58:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-09 07:59:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,35,Human
2026-02-09 09:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-09 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-02-09 19:54:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-09 19:54:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-09 19:55:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,80,Human
2026-02-09 19:56:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-09 19:57:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-09 22:22:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-09 22:23:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-09 22:43:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-09 23:11:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-09 23:13:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-09 23:14:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-10 07:06:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,25,Human
2026-02-10 07:07:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-10 07:08:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-10 07:20:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-02-10 08:06:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-10 08:07:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-02-10 08:53:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-10 19:26:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-10 19:27:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-02-10 19:28:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-02-10 19:29:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-10 20:00:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-10 22:28:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-10 22:29:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-10 22:37:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-10 23:10:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-10 23:12:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-10 23:13:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-11 07:04:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-11 07:05:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-11 07:06:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-11 07:34:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-02-11 08:09:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-11 08:10:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-02-11 09:07:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-11 19:10:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-11 19:11:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-11 19:12:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-11 19:13:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-11 19:54:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-11 22:23:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-02-11 22:24:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-11 22:44:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-11 22:59:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-11 23:01:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-11 23:02:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-12 07:04:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-12 07:05:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-12 07:06:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-02-12 07:22:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-02-12 08:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-12 08:09:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-02-12 08:58:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-12 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-02-12 19:46:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-12 19:50:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-12 19:51:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-12 19:52:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-02-12 19:53:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-12 22:22:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,19,Human
2026-02-12 22:23:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-12 22:48:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-12 23:06:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-12 23:08:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-12 23:09:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-13 06:54:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-13 06:55:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-13 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,High,Human
2026-02-13 07:30:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-02-13 08:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-13 08:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-02-13 08:51:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-13 19:08:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-13 19:09:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-13 19:10:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-13 19:11:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-13 20:14:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-13 22:39:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-13 22:40:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-13 22:41:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-13 22:52:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-13 22:54:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-13 22:55:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-14 08:50:00,Hallway_Vacuum_1,Robot Vacuum,Cleaning State,Clean,Human
2026-02-14 08:51:00,Hallway_Vacuum_1,Robot Vacuum,Suction Power,Standard,Human
2026-02-14 14:33:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,22,Human
2026-02-14 14:34:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-14 19:15:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-14 19:16:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-14 19:17:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-14 19:18:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-14 22:22:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-14 22:23:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-14 22:38:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-14 23:07:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-14 23:09:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-14 23:10:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-15 14:41:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,23,Human
2026-02-15 14:42:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-15 19:51:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-15 19:52:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-02-15 19:53:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-15 19:54:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-15 22:39:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-15 22:40:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-15 22:47:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-15 23:14:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-15 23:16:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-15 23:17:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-16 06:55:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-16 06:56:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-16 06:57:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-16 07:29:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,90,Human
2026-02-16 08:07:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-16 08:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-02-16 09:01:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-16 19:34:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-16 19:35:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,75,Human
2026-02-16 19:36:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3500,Human
2026-02-16 19:37:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-16 20:09:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-16 22:36:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-16 22:37:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-16 22:50:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-16 22:52:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-16 22:53:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-16 22:53:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-17 07:10:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-17 07:11:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-17 07:12:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-17 07:37:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-02-17 08:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-17 08:03:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-02-17 09:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-17 19:53:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-17 19:54:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-17 19:55:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,2700,Human
2026-02-17 19:56:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-17 19:59:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-17 22:21:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-17 22:22:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Fan,Human
2026-02-17 22:37:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-17 23:14:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-17 23:16:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-17 23:17:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-18 06:58:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,25,Human
2026-02-18 06:59:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-18 07:00:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-18 07:25:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,100,Human
2026-02-18 07:59:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-18 08:00:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-02-18 09:01:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-18 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-02-18 19:28:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-18 19:29:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,60,Human
2026-02-18 19:30:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-18 19:31:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-18 20:12:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-18 22:19:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-18 22:20:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-18 22:50:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-18 23:03:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-18 23:05:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-18 23:06:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-19 06:51:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,25,Human
2026-02-19 06:52:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-19 06:53:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Med,Human
2026-02-19 07:32:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,70,Human
2026-02-19 07:53:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-19 07:54:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,40,Human
2026-02-19 09:02:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-19 19:45:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-19 19:46:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,60,Human
2026-02-19 19:47:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-19 19:48:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-19 20:06:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,0,Human
2026-02-19 22:23:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,21,Human
2026-02-19 22:24:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-19 22:39:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Disabled,Human
2026-02-19 23:10:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
2026-02-19 23:12:00,TV_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-19 23:13:00,Bedroom_Plug_1,Smart Plug / Outlet,Switch State,Off,Human
2026-02-20 07:01:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,24,Human
2026-02-20 07:02:00,LivingRoom_AC_1,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-20 07:03:00,LivingRoom_AC_1,Smart Air Conditioner,Fan Speed,Low,Human
2026-02-20 07:20:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,80,Human
2026-02-20 08:07:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Play,Human
2026-02-20 08:08:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Volume Level,30,Human
2026-02-20 09:00:00,Kitchen_Speaker_1,Smart Speaker / Receiver,Playback State,Stop,Human
2026-02-20 12:00:00,LivingRoom_AC_1,Smart Air Conditioner,Target Temperature,26,Automation
2026-02-20 19:13:00,LivingRoom_LED_1,Smart LED Bulb,Power State,On,Human
2026-02-20 19:14:00,LivingRoom_LED_1,Smart LED Bulb,Brightness,70,Human
2026-02-20 19:15:00,LivingRoom_LED_1,Smart LED Bulb,Color Temperature,3000,Human
2026-02-20 19:16:00,TV_Plug_1,Smart Plug / Outlet,Switch State,On,Human
2026-02-20 19:49:00,LivingRoom_Blinds_1,Smart Blinds / Shades,Open/Close Percentage,10,Human
2026-02-20 22:33:00,Bedroom_AC_2,Smart Air Conditioner,Target Temperature,20,Human
2026-02-20 22:34:00,Bedroom_AC_2,Smart Air Conditioner,Operation Mode,Cool,Human
2026-02-20 22:40:00,FrontDoor_Cam_1,Security Camera,Privacy Mode,Enabled,Human
2026-02-20 22:45:00,LivingRoom_LED_1,Smart LED Bulb,Power State,Off,Human
